ensembl ,gene ,log2FC,pvalue,padj,cell,timepoint
ENSG00000204832,ST8SIA6-AS1,1.127462644,0.02520428,0.323458227,HepG2,early
ENSG00000236030,LINC01036,-1.529530058,0.025232603,0.323458227,HepG2,early
ENSG00000228288,PCAT6,-1.021289913,0.007197393,0.323907622,HuH7,early
ENSG00000249494,CTB-161M19.4,-1.395047838,0.025321531,0.324395226,HepG2,early
ENSG00000266053,RP11-143J12.2,-1.178889789,0.025432398,0.325039198,HepG2,early
ENSG00000229841,RP11-361K17.2,1.171129665,0.025574868,0.325054286,HepG2,early
ENSG00000272795,RP11-602N24.3,-1.410317186,0.025532902,0.325054286,HepG2,early
ENSG00000272138,RP11-27N21.3,-1.238214177,0.002385192,0.327248087,HuH7,mid
ENSG00000251226,RP11-469N6.1,1.244433781,0.026450746,0.327655519,HepG2,early
ENSG00000231298,LINC00704,1.175653975,0.00766346,0.327961476,HuH7,early
ENSG00000184274,LINC00315,1.305597613,0.02663624,0.328236341,HepG2,early
ENSG00000184274,LINC00315,1.305597613,0.02663624,0.328236341,HepG2,early
ENSG00000258735,LINC00637,1.473660527,0.026813192,0.329017602,HepG2,early
ENSG00000272556,RP11-638I8.1,1.201177918,0.027094108,0.330362623,HepG2,early
ENSG00000269821,KCNQ1OT1,0.908061007,0.002304048,0.33067681,HepG2,late
ENSG00000228509,AC006460.2,-1.432775134,0.027285662,0.330900881,HepG2,early
ENSG00000228509,AC006460.2,-1.432775134,0.027285662,0.330900881,HepG2,early
ENSG00000258136,RP11-864J10.4,1.270315763,0.027350869,0.330900881,HepG2,early
ENSG00000243144,RP11-115N4.1,-1.257645431,0.027814953,0.332092115,HepG2,early
ENSG00000243144,RP11-115N4.1,-1.257645431,0.027814953,0.332092115,HepG2,early
ENSG00000243144,RP11-115N4.1,-1.257645431,0.027814953,0.332092115,HepG2,early
ENSG00000258927,RP11-1070N10.5,1.50710474,0.027994368,0.332092115,HepG2,early
ENSG00000258938,RP11-317N8.5,1.026811834,0.027858046,0.332092115,HepG2,early
ENSG00000246273,SBF2-AS1,-0.981751099,0.028125509,0.332839397,HepG2,early
ENSG00000259347,RP11-798K3.2,-1.012465388,0.028206841,0.333245249,HepG2,early
ENSG00000232892,RP11-267N12.1,1.391204399,0.028311981,0.334115958,HepG2,early
ENSG00000236204,AC092594.1,-1.166069974,0.028346609,0.334338977,HepG2,early
ENSG00000236204,AC092594.1,-1.166069974,0.028346609,0.334338977,HepG2,early
ENSG00000272154,AC005754.7,1.510651885,0.028570128,0.33567137,HepG2,early
ENSG00000203721,LINC00862,-0.769057502,0.028982049,0.337895144,HepG2,early
ENSG00000245149,RNF139-AS1,-0.928154004,0.02915685,0.337895144,HepG2,early
ENSG00000261437,RP11-22C11.2,-1.29553087,0.029153413,0.337895144,HepG2,early
ENSG00000243491,RP11-521D12.5,-1.442361337,0.029238054,0.338467097,HepG2,early
ENSG00000266970,RP11-806H10.4,1.150521674,0.029409692,0.339713914,HepG2,early
ENSG00000266970,RP11-806H10.4,1.150521674,0.029409692,0.339713914,HepG2,early
ENSG00000245750,RP11-279F6.1,-1.162054145,0.011430408,0.339794867,HepG2,mid
ENSG00000245750,RP11-279F6.1,-1.162054145,0.011430408,0.339794867,HepG2,mid
ENSG00000254862,RP11-159H22.2,-1.210617224,0.029698465,0.340014432,HepG2,early
ENSG00000227619,RP11-492E3.2,-1.110487534,0.029869347,0.340033804,HepG2,early
ENSG00000260219,RP11-347C12.10,1.204532449,0.029867804,0.340033804,HepG2,early
ENSG00000234076,TPRG1-AS1,1.587102296,0.029902631,0.340230467,HepG2,early
ENSG00000253877,RP11-946L20.2,-0.73618892,0.008158892,0.340884949,HuH7,early
ENSG00000228701,TNKS2-AS1,1.255496169,0.030357264,0.341708436,HepG2,early
ENSG00000245904,RP11-796E2.4,-1.086436161,0.030371739,0.341708436,HepG2,early
ENSG00000273145,CITF22-92A6.1,-1.241627058,0.030227582,0.341708436,HepG2,early
ENSG00000228889,UBAC2-AS1,-1.164677212,0.030480513,0.341742961,HepG2,early
ENSG00000235563,RP11-334A14.8,-1.321413957,0.030464634,0.341742961,HepG2,early
ENSG00000231424,RP1-45C12.1,1.656637362,0.030608471,0.342215914,HepG2,early
ENSG00000224817,RP11-190J1.3,1.160834634,0.030716045,0.342386179,HepG2,early
ENSG00000227117,CTA-85E5.10,-1.124422963,0.031131355,0.342993288,HepG2,early
ENSG00000246095,LINC01096,1.349081793,0.031356281,0.343352081,HepG2,early
ENSG00000266401,RP11-874J12.4,-1.575413594,0.03230594,0.346608003,HepG2,early
ENSG00000226026,RP11-57H12.3,-1.174452336,0.032539831,0.347094072,HepG2,early
ENSG00000267254,CTD-2162K18.5,-1.434210164,0.032764846,0.347440026,HepG2,early
ENSG00000260898,ADPGK-AS1,-1.327043339,0.033382753,0.34865702,HepG2,early
ENSG00000233896,RP4-684O24.5,-1.389745614,0.033475773,0.349285265,HepG2,early
ENSG00000223960,AC009948.5,0.692137918,0.012693354,0.350700993,HepG2,mid
ENSG00000228630,HOTAIR,-1.226560766,0.012747491,0.350700993,HepG2,mid
ENSG00000228705,LINC00659,1.790691637,0.012573203,0.350700993,HepG2,mid
ENSG00000233461,RP11-295G20.2,0.920790373,0.012629758,0.350700993,HepG2,mid
ENSG00000254334,RP11-24P4.1,-1.38846601,0.034027059,0.350903011,HepG2,early
ENSG00000273107,RP11-165A20.3,1.253608783,0.034413921,0.352498064,HepG2,early
ENSG00000198547,C20orf203,1.15329886,0.034507114,0.352634111,HepG2,early
ENSG00000235122,RP3-417L20.4,-1.528814592,0.034480755,0.352634111,HepG2,early
ENSG00000261693,RP13-467H17.1,1.317665154,0.034481456,0.352634111,HepG2,early
ENSG00000265943,RP11-739L10.1,-1.287175166,0.034595902,0.353119762,HepG2,early
ENSG00000248740,RP11-328K4.1,-0.934982614,0.034933488,0.354403987,HepG2,early
ENSG00000236540,AC006547.13,1.32850276,0.035133305,0.354549797,HepG2,early
ENSG00000249201,CTD-3080P12.3,-1.337114908,0.0351222,0.354549797,HepG2,early
ENSG00000271614,LINC00936,-0.809961171,0.035004488,0.354549797,HepG2,early
ENSG00000223813,AC007255.8,-1.028180305,0.035216323,0.354565485,HepG2,early
ENSG00000266916,CTD-3064H18.1,1.186874973,0.035639601,0.355626326,HepG2,early
ENSG00000203446,AC004988.1,1.310904016,0.035686942,0.355849776,HepG2,early
ENSG00000248866,USP46-AS1,0.908538116,0.035726071,0.355849776,HepG2,early
ENSG00000231933,CTA-125H2.2,-1.259695896,0.035919767,0.356580446,HepG2,early
ENSG00000257261,RP11-96H19.1,-0.869519119,0.036120631,0.357239593,HepG2,early
ENSG00000226648,RP1-1J6.2,1.007115464,0.036387144,0.357380938,HepG2,early
ENSG00000266010,GATA6-AS1,1.069675934,0.036464188,0.357806946,HepG2,early
ENSG00000226137,BAIAP2-AS1,1.071270819,0.036699319,0.358294597,HepG2,early
ENSG00000227172,AC011290.4,-1.406585487,0.036891331,0.358355891,HepG2,early
ENSG00000249096,RP11-290F5.1,-1.277532162,0.036807702,0.358355891,HepG2,early
ENSG00000267280,RP11-332H18.4,-0.87094707,0.036862037,0.358355891,HepG2,early
ENSG00000251602,RP11-521B24.3,1.249638397,0.037403197,0.359817893,HepG2,early
ENSG00000247271,ZBED5-AS1,-0.983563303,0.037618267,0.360622639,HepG2,early
ENSG00000250838,RP11-501C14.5,0.988492032,0.037826331,0.361532951,HepG2,early
ENSG00000237517,DGCR5,0.879417985,0.038386012,0.363209836,HepG2,early
ENSG00000253955,CTB-33O18.3,-1.356414301,0.03835351,0.363209836,HepG2,early
ENSG00000253955,CTB-33O18.3,-1.356414301,0.03835351,0.363209836,HepG2,early
ENSG00000233098,RP11-344E13.3,-0.933075582,0.038680506,0.364251431,HepG2,early
ENSG00000233098,RP11-344E13.3,-0.933075582,0.038680506,0.364251431,HepG2,early
ENSG00000223969,AC002456.2,-1.48721392,0.014265818,0.364447062,HepG2,mid
ENSG00000229807,XIST,1.06788488,0.038743659,0.36466282,HepG2,early
ENSG00000227591,RP1-28O10.1,-1.04188872,0.009106785,0.365732057,HuH7,early
ENSG00000225762,RP11-511I2.2,1.04030297,0.039090913,0.366169353,HepG2,early
ENSG00000234546,RP3-510D11.2,1.232305061,0.039223169,0.366420449,HepG2,early
ENSG00000256995,RP11-114G22.1,-1.149542011,0.039315007,0.366420449,HepG2,early
ENSG00000256995,RP11-114G22.1,-1.149542011,0.039315007,0.366420449,HepG2,early
ENSG00000256995,RP11-114G22.1,-1.149542011,0.039315007,0.366420449,HepG2,early
ENSG00000247699,CTB-127C13.1,1.161010298,0.039594996,0.367863904,HepG2,early
ENSG00000255197,RP11-750H9.5,1.402630676,0.039648933,0.36799058,HepG2,early
ENSG00000257467,RP11-121G22.3,1.331428549,0.040022887,0.368631661,HepG2,early
ENSG00000251661,RP11-326C3.11,1.18437342,0.040270706,0.369246586,HepG2,early
ENSG00000257510,RP11-609L23.1,1.189375421,0.040417835,0.369716146,HepG2,early
ENSG00000253327,RAD21-AS1,-1.323814799,0.04079843,0.371548965,HepG2,early
ENSG00000236859,NIFK-AS1,-0.784036339,0.041038528,0.371585172,HepG2,early
ENSG00000254855,RP11-867G23.1,-1.538094519,0.04090377,0.371585172,HepG2,early
ENSG00000229873,OGFR-AS1,-1.264393639,0.015202243,0.37478063,HepG2,mid
ENSG00000232527,RP11-14N7.2,1.044248738,0.015469364,0.376375144,HepG2,mid
ENSG00000254584,RP1-17K7.2,1.02021635,0.015552362,0.376523463,HepG2,mid
ENSG00000251867,Y_RNA,-1.029180935,0.042416914,0.377366721,HepG2,early
ENSG00000245832,RP11-179A16.1,-1.304279913,0.042549527,0.377588437,HepG2,early
ENSG00000245832,RP11-179A16.1,-1.304279913,0.042549527,0.377588437,HepG2,early
ENSG00000245832,RP11-179A16.1,-1.304279913,0.042549527,0.377588437,HepG2,early
ENSG00000232229,LINC00865,1.178534017,0.042663153,0.377817776,HepG2,early
ENSG00000223492,RP11-15M15.1,-1.325309689,0.042766676,0.37792752,HepG2,early
ENSG00000226328,CTA-217C2.1,-0.831600513,0.043149359,0.37964922,HepG2,early
ENSG00000231574,RP11-91K9.1,0.862577834,0.016139535,0.380234676,HepG2,mid
ENSG00000236449,AC018890.6,-0.846835714,0.016302238,0.380234676,HepG2,mid
ENSG00000236449,AC018890.6,-0.846835714,0.016302238,0.380234676,HepG2,mid
ENSG00000237356,AL163953.3,1.130333302,0.043292958,0.380698607,HepG2,early
ENSG00000237181,AC147651.4,-1.458539506,0.043417284,0.381318573,HepG2,early
ENSG00000257702,LBX2-AS1,0.821843331,0.043519382,0.381869246,HepG2,early
ENSG00000264443,RP4-594I10.3,1.161309825,0.044468736,0.383479898,HepG2,early
ENSG00000267391,RP11-1151B14.3,1.693468113,0.003035361,0.387681135,HepG2,late
ENSG00000245648,RP11-277P12.20,-1.192815484,0.017058509,0.387975275,HepG2,mid
ENSG00000245648,RP11-277P12.20,-1.192815484,0.017058509,0.387975275,HepG2,mid
ENSG00000233038,AC011899.9,-1.248895027,0.017378968,0.390102435,HepG2,mid
ENSG00000255435,RP11-770J1.3,-1.304696895,0.046348491,0.391797266,HepG2,early
ENSG00000255435,RP11-770J1.3,-1.304696895,0.046348491,0.391797266,HepG2,early
ENSG00000250105,CTD-3074O7.2,1.410441921,0.046463956,0.39203848,HepG2,early
ENSG00000237989,AP001046.5,1.222155393,0.046635913,0.392452249,HepG2,early
ENSG00000257696,RP11-175P13.2,1.422139016,0.046663404,0.392452249,HepG2,early
ENSG00000251381,LINC00958,-1.524220553,0.003209368,0.394226128,HepG2,late
ENSG00000264107,RP11-848P1.5,1.205451106,0.047861302,0.395168787,HepG2,early
ENSG00000229017,RP11-439L18.3,-0.860413064,0.018348251,0.395283717,HepG2,mid
ENSG00000223528,RP11-223P11.3,1.285897273,0.048182617,0.39625107,HepG2,early
ENSG00000272341,RP1-151F17.2,1.000700731,0.048453881,0.396904412,HepG2,early
ENSG00000237750,AC007740.1,1.229049371,0.048541923,0.396964233,HepG2,early
ENSG00000237750,AC007740.1,1.229049371,0.048541923,0.396964233,HepG2,early
ENSG00000265485,RP11-449D8.1,-1.237689867,0.049023996,0.398453545,HepG2,early
ENSG00000265485,RP11-449D8.1,-1.237689867,0.049023996,0.398453545,HepG2,early
ENSG00000234390,USP27X-AS1,-0.993097567,0.018547443,0.398489748,HepG2,mid
ENSG00000245156,RP11-867G23.3,1.170574807,0.049385209,0.400470523,HepG2,early
ENSG00000246089,RP11-115C21.2,-1.063001976,0.049765522,0.402486517,HepG2,early
ENSG00000253361,RP11-675F6.3,-1.272216913,0.049903758,0.402486517,HepG2,early
ENSG00000271966,RP11-7F18.2,-1.343035554,0.049801266,0.402486517,HepG2,early
ENSG00000248049,UBA6-AS1,-0.926012754,0.050094238,0.402991268,HepG2,early
ENSG00000248049,UBA6-AS1,-0.926012754,0.050094238,0.402991268,HepG2,early
ENSG00000248049,UBA6-AS1,-0.926012754,0.050094238,0.402991268,HepG2,early
ENSG00000237883,DGUOK-AS1,-0.867207028,0.05094548,0.405933741,HepG2,early
ENSG00000250220,RP11-692D12.1,-1.160512413,0.050914808,0.405933741,HepG2,early
ENSG00000228544,CCDC183-AS1,-1.291762525,0.051061021,0.406303979,HepG2,early
ENSG00000259727,RP11-1069G10.2,-1.272477224,0.0512723,0.406771729,HepG2,early
ENSG00000239440,RP11-260O18.1,-0.982511095,0.051481276,0.407093033,HepG2,early
ENSG00000239440,RP11-260O18.1,-0.982511095,0.051481276,0.407093033,HepG2,early
ENSG00000228651,RP11-556E13.1,-1.192445979,0.052241968,0.407309152,HepG2,early
ENSG00000253584,CTD-2374C24.1,-1.111253753,0.052866246,0.408440752,HepG2,early
ENSG00000253584,CTD-2374C24.1,-1.111253753,0.052866246,0.408440752,HepG2,early
ENSG00000266527,RP11-138P22.1,1.152827297,0.053268152,0.409035336,HepG2,early
ENSG00000233705,SLC26A4-AS1,1.016668648,0.053497141,0.409592302,HepG2,early
ENSG00000235049,LINC00940,-1.263846558,0.053595172,0.409827665,HepG2,early
ENSG00000259666,RP11-307C19.3,-1.356091124,0.053897152,0.410437144,HepG2,early
ENSG00000269893,SNHG8,0.658494164,0.019897092,0.410754369,HepG2,mid
ENSG00000244342,LINC00698,-1.298922751,0.054190171,0.411930581,HepG2,early
ENSG00000253738,GS1-251I9.4,-0.830599708,0.054654222,0.412544318,HepG2,early
ENSG00000272384,RP11-44N11.2,-1.049425443,0.054756991,0.412696837,HepG2,early
ENSG00000259426,RP11-253M7.1,1.230890708,0.055151158,0.414407334,HepG2,early
ENSG00000226733,RP11-397G17.1,-0.917875758,0.055488923,0.414538341,HepG2,early
ENSG00000244513,CTD-2013N24.2,-1.029044458,0.055899064,0.416216352,HepG2,early
ENSG00000244513,CTD-2013N24.2,-1.029044458,0.055899064,0.416216352,HepG2,early
ENSG00000227210,AC079145.4,-1.073887467,0.020596277,0.418842207,HepG2,mid
ENSG00000238266,LINC00707,1.080552596,0.056568442,0.419067851,HepG2,early
ENSG00000229970,AC007128.1,1.192075329,0.056807637,0.419669626,HepG2,early
ENSG00000229970,AC007128.1,1.192075329,0.056807637,0.419669626,HepG2,early
ENSG00000224905,AP001347.6,-1.102585945,0.056877918,0.419896935,HepG2,early
ENSG00000224905,AP001347.6,-1.102585945,0.056877918,0.419896935,HepG2,early
ENSG00000264859,RP11-75N4.2,-1.174332836,0.057217282,0.421120342,HepG2,early
ENSG00000246876,RP11-519M16.1,-1.127135423,0.057321068,0.421151093,HepG2,early
ENSG00000248587,GDNF-AS1,-1.116278776,0.021174937,0.422207578,HepG2,mid
ENSG00000228933,RP11-268G12.1,-0.962261643,0.004303216,0.422399218,HuH7,mid
ENSG00000244926,ALKBH3-AS1,-1.910568853,0.003635831,0.422490486,HepG2,late
ENSG00000254054,RP11-156K13.3,-1.145681905,0.00439494,0.423474184,HuH7,mid
ENSG00000233154,RP4-655J12.4,-0.716289178,0.014109295,0.425310765,HuH7,early
ENSG00000233515,AL022344.4,-1.264913909,0.058619851,0.425486779,HepG2,early
ENSG00000215808,LINC01139,-0.88212334,0.014462192,0.426079449,HuH7,early
ENSG00000234477,AC004231.2,-1.07814263,0.05906519,0.426997128,HepG2,early
ENSG00000239911,PRKAG2-AS1,-1.257806997,0.059400691,0.427287109,HepG2,early
ENSG00000249306,RP11-267A15.1,-1.151529656,0.059509056,0.427287109,HepG2,early
ENSG00000256508,RP11-554A11.6,1.157642346,0.059436522,0.427287109,HepG2,early
ENSG00000258285,RP11-103B5.2,1.094973082,0.059735768,0.427287109,HepG2,early
ENSG00000260213,RP11-303E16.3,-0.892062047,0.059788833,0.427287109,HepG2,early
ENSG00000247271,ZBED5-AS1,-0.775348307,0.014763999,0.427537373,HuH7,early
ENSG00000251363,RP11-129M6.1,-0.74073265,0.014798735,0.427537373,HuH7,early
ENSG00000260552,RP11-49I11.1,-0.863315704,0.014696163,0.427537373,HuH7,early
ENSG00000247081,RP11-318M2.2,-0.75250905,0.022994111,0.42780725,HepG2,mid
ENSG00000238120,CTA-941F9.9,1.800241489,0.003737034,0.428034014,HepG2,late
ENSG00000258633,RP11-857B24.1,1.313405356,0.060235254,0.428317194,HepG2,early
ENSG00000232645,RP3-322G13.5,-0.799478314,0.01491682,0.428871224,HuH7,early
ENSG00000256232,RP11-771K4.1,1.284766631,0.061049453,0.430220513,HepG2,early
ENSG00000228201,AL022341.3,-1.128730995,0.061713412,0.431949318,HepG2,early
ENSG00000270460,RP11-796E10.1,-1.248231602,0.061918004,0.432298158,HepG2,early
ENSG00000233967,RP11-250B2.3,1.076274469,0.062405689,0.433212796,HepG2,early
ENSG00000258573,RP11-14J7.6,-1.94110769,0.003903182,0.434354561,HepG2,late
ENSG00000260698,RP11-439E19.9,-1.867868971,0.003902967,0.434354561,HepG2,late
ENSG00000232077,LINC01031,-1.258180884,0.063036992,0.434913738,HepG2,early
ENSG00000232077,LINC01031,-1.258180884,0.063036992,0.434913738,HepG2,early
ENSG00000234129,RP11-120D5.1,-1.007229214,0.063106896,0.434913738,HepG2,early
ENSG00000224122,POU6F2-AS1,1.143457541,0.063721476,0.437232927,HepG2,early
ENSG00000261129,RP11-361D14.2,-1.279126567,0.063708494,0.437232927,HepG2,early
ENSG00000250802,ZBED3-AS1,-0.728315683,0.064190857,0.438319308,HepG2,early
ENSG00000261519,Y_RNA,1.216559616,0.064749924,0.4401007,HepG2,early
ENSG00000247317,RP11-273G15.2,-1.113250028,0.025264287,0.440413238,HepG2,mid
ENSG00000234996,RP11-480I12.7,-0.938289443,0.025496095,0.440687924,HepG2,mid
ENSG00000234678,RP11-465N4.4,-1.09795148,0.065583571,0.442933975,HepG2,early
ENSG00000250846,RP11-807H7.1,-1.069650883,0.065642002,0.443187771,HepG2,early
ENSG00000229981,RP11-215N21.1,-0.981525926,0.066036775,0.443745686,HepG2,early
ENSG00000229981,RP11-215N21.1,-0.981525926,0.066036775,0.443745686,HepG2,early
ENSG00000229981,RP11-215N21.1,-0.981525926,0.066036775,0.443745686,HepG2,early
ENSG00000272323,CTD-2517O10.6,-1.074858898,0.066403687,0.444237946,HepG2,early
ENSG00000259230,CTD-2555C10.3,1.147801697,0.066788259,0.445269027,HepG2,early
ENSG00000205634,LINC00898,-1.153856648,0.066883226,0.445343385,HepG2,early
ENSG00000235280,MCF2L-AS1,-1.131774003,0.066840082,0.445343385,HepG2,early
ENSG00000231252,RP11-436K8.1,-1.104155155,0.067226296,0.44642548,HepG2,early
ENSG00000233885,YEATS2-AS1,0.964989882,0.067960345,0.44781919,HepG2,early
ENSG00000240057,RP11-572M11.4,0.958021007,0.068386323,0.448205968,HepG2,early
ENSG00000240057,RP11-572M11.4,0.958021007,0.068386323,0.448205968,HepG2,early
ENSG00000225975,AC074138.3,1.101105028,0.026532526,0.448386836,HepG2,mid
ENSG00000256128,LINC00944,-1.184974125,0.06864329,0.448890207,HepG2,early
ENSG00000256128,LINC00944,-1.184974125,0.06864329,0.448890207,HepG2,early
ENSG00000227210,AC079145.4,-0.961701513,0.06976552,0.450577195,HepG2,early
ENSG00000251350,RP11-328N19.1,-1.000177547,0.069800934,0.45059873,HepG2,early
ENSG00000257222,RP11-554E23.4,-1.046496422,0.069880389,0.450755019,HepG2,early
ENSG00000234377,RNF219-AS1,0.877770763,0.070304484,0.451845024,HepG2,early
ENSG00000234377,RNF219-AS1,0.877770763,0.070304484,0.451845024,HepG2,early
ENSG00000247950,SEC24B-AS1,-0.81813249,0.016234966,0.452206441,HuH7,early
ENSG00000227192,RP1-45I4.3,-0.909264765,0.027951497,0.454822011,HepG2,mid
ENSG00000233255,AC019181.2,-1.05974405,0.028086828,0.454822011,HepG2,mid
ENSG00000273387,RP3-412A9.16,-1.251565258,0.072001602,0.455369537,HepG2,early
ENSG00000267280,RP11-332H18.4,-0.770958984,0.028273089,0.455702825,HepG2,mid
ENSG00000242622,RP11-18H7.1,-0.697427282,0.072687411,0.456470108,HepG2,early
ENSG00000247311,CTC-441N14.2,1.185501455,0.07254001,0.456470108,HepG2,early
ENSG00000253264,PCAT2,-0.97089279,0.072650904,0.456470108,HepG2,early
ENSG00000267532,MIR497HG,1.107380995,0.07247946,0.456470108,HepG2,early
ENSG00000235142,RP1-60O19.1,-0.703204549,0.016907537,0.456904927,HuH7,early
ENSG00000258573,RP11-14J7.6,-1.169543014,0.07327667,0.457124259,HepG2,early
ENSG00000257443,RP11-150C16.1,-1.22948084,0.073553852,0.457851407,HepG2,early
ENSG00000203999,RP11-290F20.1,-0.892768717,0.074326177,0.458847469,HepG2,early
ENSG00000254286,RP11-89K10.1,1.17228653,0.074265172,0.458847469,HepG2,early
ENSG00000258084,RP11-754N21.1,-1.971834268,0.004185552,0.458961101,HepG2,late
ENSG00000224292,AF196972.9,-0.859499533,0.017082958,0.459619673,HuH7,early
ENSG00000250348,RP11-466P24.6,-1.040170202,0.017245871,0.459971236,HuH7,early
ENSG00000267575,CTC-459F4.3,0.634588457,0.029249542,0.460952472,HepG2,mid
ENSG00000253948,RP11-410L14.2,-0.705820995,0.017478026,0.462526918,HuH7,early
ENSG00000236526,RP4-742J24.2,0.771209975,0.029760344,0.46429545,HepG2,mid
ENSG00000251026,RP11-138J23.1,-0.906188413,0.076530218,0.464621281,HepG2,early
ENSG00000175773,RP11-121M22.1,0.935248754,0.077514029,0.467595219,HepG2,early
ENSG00000175773,RP11-121M22.1,0.935248754,0.077514029,0.467595219,HepG2,early
ENSG00000230613,HM13-AS1,-0.931868214,0.077529197,0.467595219,HepG2,early
ENSG00000215808,LINC01139,0.97168905,0.077627738,0.467644771,HepG2,early
ENSG00000258057,BCDIN3D-AS1,0.965125167,0.077859495,0.468121765,HepG2,early
ENSG00000260886,RP11-432I5.1,-1.06971251,0.077955019,0.468121765,HepG2,early
ENSG00000224805,LINC00853,-0.823657647,0.018077965,0.468270858,HuH7,early
ENSG00000205056,RP11-693J15.5,-0.891234283,0.07821447,0.468472887,HepG2,early
ENSG00000251455,RP11-164P12.3,1.212321143,0.078431145,0.469174092,HepG2,early
ENSG00000230368,FAM41C,1.084781482,0.079155842,0.47046372,HepG2,early
ENSG00000241098,RP11-139K4.1,0.975544856,0.079515642,0.470962869,HepG2,early
ENSG00000261398,RP11-244B22.6,1.088369204,0.080049342,0.471946939,HepG2,early
ENSG00000234141,AC009473.1,-1.159141281,0.080314315,0.472460682,HepG2,early
ENSG00000231304,AC107622.1,1.012390234,0.080413185,0.472646221,HepG2,early
ENSG00000224272,AC114730.3,-0.799936408,0.080697228,0.472895174,HepG2,early
ENSG00000260487,RP11-297C4.3,-1.105606318,0.080633606,0.472895174,HepG2,early
ENSG00000253196,RP11-706C16.7,-1.463443499,0.031434457,0.472922984,HepG2,mid
