ensembl ,gene ,log2FC,pvalue,padj,cell,timepoint
ENSG00000228569,AC073133.2,1.226099131,0.110923376,NA,HepG2,early
ENSG00000228569,AC073133.2,-0.10591085,0.887707316,NA,HepG2,mid
ENSG00000228569,AC073133.2,-0.782032643,0.219942125,NA,HuH7,early
ENSG00000228592,AP000459.4,-0.281547251,0.645194804,NA,HepG2,mid
ENSG00000228592,AP000459.4,-0.470398452,0.336876846,NA,HuH7,early
ENSG00000228592,AP000459.4,-0.26826641,0.689416339,NA,HepG2,early
ENSG00000228592,AP000459.4,0.066316324,0.899298655,NA,HuH7,mid
ENSG00000228598,MACC1-AS1,-0.804520056,0.287609133,NA,HepG2,late
ENSG00000228598,MACC1-AS1,-0.75294183,0.290916361,NA,HepG2,mid
ENSG00000228598,MACC1-AS1,-0.665937897,0.373456398,NA,HepG2,early
ENSG00000228598,MACC1-AS1,0.722581265,0.238511676,NA,HuH7,mid
ENSG00000228598,MACC1-AS1,0.195846652,0.734874301,NA,HuH7,early
ENSG00000228604,RP5-872K7.7,-0.220680546,0.734511891,NA,HepG2,mid
ENSG00000228604,RP5-872K7.7,-0.146432872,0.782391671,NA,HuH7,early
ENSG00000228604,RP5-872K7.7,0.082678816,0.885009357,NA,HuH7,mid
ENSG00000228614,RP13-476E20.1,-0.560979343,0.271847449,NA,HuH7,mid
ENSG00000228614,RP13-476E20.1,-0.053401238,0.926174496,NA,HepG2,mid
ENSG00000228614,RP13-476E20.1,-0.34177302,0.464004749,NA,HuH7,early
ENSG00000228620,RP3-434P1.6,-0.338644773,0.593619792,NA,HuH7,early
ENSG00000228620,RP3-434P1.6,0.583231622,0.448445986,NA,HepG2,late
ENSG00000228620,RP3-434P1.6,-0.643427762,0.345521846,NA,HuH7,mid
ENSG00000228620,RP3-434P1.6,0.268204405,0.729096605,NA,HepG2,early
ENSG00000228620,RP3-434P1.6,-0.914867543,0.228057402,NA,HepG2,mid
ENSG00000228627,GS1-278J22.2,-1.197872249,0.116508306,NA,HepG2,early
ENSG00000228627,GS1-278J22.2,0.430430424,0.53802774,NA,HepG2,mid
ENSG00000228627,GS1-278J22.2,0.048197902,0.934514392,NA,HuH7,mid
ENSG00000228627,GS1-278J22.2,-0.243655449,0.657166676,NA,HuH7,early
ENSG00000228627,GS1-278J22.2,0.214735573,0.775917266,NA,HepG2,late
ENSG00000228629,AC092295.4,-0.778533687,0.32584043,NA,HepG2,late
ENSG00000228629,AC092295.4,-0.561767736,0.466133153,NA,HuH7,early
ENSG00000228629,AC092295.4,-0.56134505,0.485511405,NA,HepG2,mid
ENSG00000228629,AC092295.4,-0.421584716,0.596207392,NA,HepG2,early
ENSG00000228629,AC092295.4,0.345168045,0.660071447,NA,HuH7,mid
ENSG00000228636,RP5-1051H14.2,-0.500176678,0.457899104,NA,HepG2,mid
ENSG00000228636,RP5-1051H14.2,-1.133024129,0.12712947,NA,HepG2,late
ENSG00000228636,RP5-1051H14.2,-1.274598516,0.082451956,NA,HepG2,early
ENSG00000228636,RP5-1051H14.2,-0.25259953,0.681141641,NA,HuH7,mid
ENSG00000228636,RP5-1051H14.2,-0.18310684,0.748455463,NA,HuH7,early
ENSG00000228639,AC005152.3,-0.047808463,0.944401845,NA,HepG2,early
ENSG00000228639,AC005152.3,0.594716582,0.252369541,NA,HuH7,early
ENSG00000228639,AC005152.3,0.044197347,0.94358904,NA,HepG2,mid
ENSG00000228639,AC005152.3,0.468165423,0.404632484,NA,HuH7,mid
ENSG00000228648,RP11-568A7.2,-0.04634836,0.941918094,NA,HuH7,early
ENSG00000228648,RP11-568A7.2,0.55553204,0.399333104,NA,HuH7,mid
ENSG00000228648,RP11-568A7.2,0.74685239,0.227483287,NA,HepG2,mid
ENSG00000228650,AC008940.1,-1.311666852,0.09345683,NA,HepG2,late
ENSG00000228650,AC008940.1,-0.61591325,0.430388006,NA,HepG2,early
ENSG00000228650,AC008940.1,-0.120490722,0.866904713,NA,HuH7,mid
ENSG00000228650,AC008940.1,0.000142737,0.999847859,NA,HepG2,mid
ENSG00000228650,AC008940.1,0.228955468,0.734063659,NA,HuH7,early
ENSG00000228655,AC096558.1,-0.337584529,0.580695386,NA,HepG2,mid
ENSG00000228655,AC096558.1,-0.315939517,0.521530837,NA,HuH7,early
ENSG00000228655,AC096558.1,-0.651903945,0.339538971,NA,HepG2,late
ENSG00000228655,AC096558.1,-0.350085442,0.512862637,NA,HuH7,mid
ENSG00000228655,AC096558.1,0.137338923,0.836350124,NA,HepG2,early
ENSG00000228659,RP1-23K20.2,-0.389396422,0.622955827,NA,HepG2,late
ENSG00000228659,RP1-23K20.2,-0.636933021,0.417692764,NA,HepG2,early
ENSG00000228659,RP1-23K20.2,-0.182818787,0.820881359,NA,HepG2,mid
ENSG00000228659,RP1-23K20.2,-0.466860134,0.543057566,NA,HuH7,mid
ENSG00000228659,RP1-23K20.2,-0.368350179,0.615491076,NA,HuH7,early
ENSG00000228661,AC090587.5,-0.964334954,0.163448327,NA,HepG2,early
ENSG00000228661,AC090587.5,-0.507578154,0.328531439,NA,HuH7,mid
ENSG00000228661,AC090587.5,-0.936909492,0.143570693,NA,HepG2,mid
ENSG00000228661,AC090587.5,-0.873422823,0.070653562,NA,HuH7,early
ENSG00000228661,AC090587.5,0.112726249,0.866990355,NA,HepG2,late
ENSG00000228669,LINC00448,-0.392897554,0.49870283,NA,HuH7,early
ENSG00000228669,LINC00448,1.323336194,0.068948487,NA,HepG2,early
ENSG00000228669,LINC00448,0.649470002,0.340535055,NA,HepG2,mid
ENSG00000228669,LINC00448,0.503891184,0.490780107,NA,HepG2,late
ENSG00000228669,LINC00448,-0.340861643,0.584181901,NA,HuH7,mid
ENSG00000228669,LINC00448,-0.392897554,0.49870283,NA,HuH7,early
ENSG00000228669,LINC00448,1.323336194,0.068948487,NA,HepG2,early
ENSG00000228669,LINC00448,0.649470002,0.340535055,NA,HepG2,mid
ENSG00000228669,LINC00448,0.503891184,0.490780107,NA,HepG2,late
ENSG00000228669,LINC00448,-0.340861643,0.584181901,NA,HuH7,mid
ENSG00000228677,TTC3-AS1,-0.06804262,0.891199575,NA,HuH7,early
ENSG00000228677,TTC3-AS1,-1.633891667,0.02590436,NA,HepG2,early
ENSG00000228677,TTC3-AS1,0.067434816,0.916606612,NA,HepG2,mid
ENSG00000228677,TTC3-AS1,0.072999704,0.891419029,NA,HuH7,mid
ENSG00000228677,TTC3-AS1,0.887245345,0.194101772,NA,HepG2,late
ENSG00000228680,AC004692.4,-0.837670253,0.237667685,NA,HepG2,early
ENSG00000228680,AC004692.4,0.510024011,0.325209417,NA,HuH7,early
ENSG00000228680,AC004692.4,-0.254227254,0.693581967,NA,HepG2,mid
ENSG00000228680,AC004692.4,-0.086819868,0.878323807,NA,HuH7,mid
ENSG00000228680,AC004692.4,-0.124808751,0.858165225,NA,HepG2,late
ENSG00000228682,RP11-439L8.3,-0.453878832,0.349112644,NA,HuH7,early
ENSG00000228682,RP11-439L8.3,-0.777079394,0.143045938,NA,HuH7,mid
ENSG00000228682,RP11-439L8.3,-0.474459896,0.459092562,NA,HepG2,mid
ENSG00000228682,RP11-439L8.3,-0.165399406,0.810364159,NA,HepG2,early
ENSG00000228683,RP11-31E13.2,0.064096359,0.924706445,NA,HuH7,early
ENSG00000228683,RP11-31E13.2,0.737223387,0.299378483,NA,HuH7,mid
ENSG00000228683,RP11-31E13.2,0.529817005,0.501060688,NA,HepG2,early
ENSG00000228683,RP11-31E13.2,-1.148367021,0.140798237,NA,HepG2,mid
ENSG00000228683,RP11-31E13.2,0.09455336,0.904426021,NA,HepG2,late
ENSG00000228697,RP5-968D22.1,0.145811711,0.700180886,NA,HuH7,early
ENSG00000228697,RP5-968D22.1,0.145566828,0.724851657,NA,HuH7,mid
ENSG00000228697,RP5-968D22.1,0.021057773,0.965594964,NA,HepG2,mid
ENSG00000228704,RP11-138M12.1,-0.069325546,0.926613829,NA,HuH7,early
ENSG00000228704,RP11-138M12.1,-0.560051255,0.479709646,NA,HepG2,early
ENSG00000228704,RP11-138M12.1,-0.111299731,0.890133212,NA,HepG2,mid
ENSG00000228704,RP11-138M12.1,-0.076388303,0.92222833,NA,HuH7,mid
ENSG00000228704,RP11-138M12.1,-1.011215914,0.200384178,NA,HepG2,late
ENSG00000228707,RP11-787B4.2,0.264024341,0.710561969,NA,HuH7,early
ENSG00000228707,RP11-787B4.2,-0.299239513,0.691942145,NA,HuH7,mid
ENSG00000228707,RP11-787B4.2,-1.41763021,0.076534786,NA,HepG2,mid
ENSG00000228707,RP11-787B4.2,-1.447425472,0.065391861,NA,HepG2,early
ENSG00000228707,RP11-787B4.2,-0.818695727,0.30138383,NA,HepG2,late
ENSG00000228709,AP001065.15,-0.025300926,0.963529535,NA,HepG2,mid
ENSG00000228709,AP001065.15,-0.014384708,0.973801381,NA,HuH7,early
ENSG00000228709,AP001065.15,0.37274391,0.431272102,NA,HuH7,mid
ENSG00000228714,RP11-284G10.1,-0.319153015,0.680182491,NA,HepG2,late
ENSG00000228714,RP11-284G10.1,0.18031689,0.805526904,NA,HepG2,mid
ENSG00000228714,RP11-284G10.1,0.574625784,0.36267147,NA,HuH7,early
ENSG00000228714,RP11-284G10.1,-0.096818443,0.899964018,NA,HepG2,early
ENSG00000228714,RP11-284G10.1,0.291581503,0.666600568,NA,HuH7,mid
ENSG00000228718,RP11-145H9.3,0.133130005,0.813639995,NA,HuH7,early
ENSG00000228718,RP11-145H9.3,-0.005160037,0.993872398,NA,HepG2,mid
ENSG00000228718,RP11-145H9.3,0.099505481,0.88977116,NA,HepG2,late
ENSG00000228718,RP11-145H9.3,-0.197531042,0.747065884,NA,HuH7,mid
ENSG00000228718,RP11-145H9.3,0.086325106,0.905037045,NA,HepG2,early
ENSG00000228719,RP5-1119A7.14,-0.142871593,0.848087882,NA,HepG2,late
ENSG00000228719,RP5-1119A7.14,-0.873127586,0.130170143,NA,HuH7,early
ENSG00000228719,RP5-1119A7.14,-0.520961996,0.396896332,NA,HuH7,mid
ENSG00000228719,RP5-1119A7.14,-0.549213105,0.437992785,NA,HepG2,mid
ENSG00000228719,RP5-1119A7.14,0.453247759,0.539258082,NA,HepG2,early
ENSG00000228730,RP11-95L3.2,0.772669098,0.287146566,NA,HuH7,mid
ENSG00000228730,RP11-95L3.2,0.726574234,0.29044699,NA,HuH7,early
ENSG00000228730,RP11-95L3.2,0.414137958,0.599419346,NA,HepG2,mid
ENSG00000228730,RP11-95L3.2,-0.093225083,0.90685633,NA,HepG2,late
ENSG00000228730,RP11-95L3.2,0.173300325,0.828340138,NA,HepG2,early
ENSG00000228735,GS1-18A18.2,-0.155750818,0.735386061,NA,HuH7,early
ENSG00000228735,GS1-18A18.2,0.39047594,0.561077882,NA,HepG2,mid
ENSG00000228735,GS1-18A18.2,0.073760726,0.882203352,NA,HuH7,mid
ENSG00000228735,GS1-18A18.2,0.896756351,0.20417955,NA,HepG2,early
ENSG00000228737,AC008781.7,0.399804447,0.615970812,NA,HepG2,mid
ENSG00000228737,AC008781.7,-0.167029093,0.83412661,NA,HepG2,late
ENSG00000228737,AC008781.7,-0.017167091,0.981152533,NA,HuH7,early
ENSG00000228737,AC008781.7,-0.555421754,0.469437051,NA,HuH7,mid
ENSG00000228737,AC008781.7,0.253356125,0.751633189,NA,HepG2,early
ENSG00000228740,AC136896.1,-0.007716112,0.991330063,NA,HepG2,mid
ENSG00000228740,AC136896.1,0.610445679,0.414622529,NA,HepG2,early
ENSG00000228740,AC136896.1,-0.154050561,0.802914345,NA,HuH7,early
ENSG00000228740,AC136896.1,-0.434088484,0.567359196,NA,HepG2,late
ENSG00000228740,AC136896.1,-0.307278421,0.642847692,NA,HuH7,mid
ENSG00000228742,RP5-884M6.1,0.062242919,0.877219684,NA,HuH7,early
ENSG00000228742,RP5-884M6.1,-0.178167401,0.734965431,NA,HepG2,mid
ENSG00000228742,RP5-884M6.1,0.597588509,0.169079332,NA,HuH7,mid
ENSG00000228750,RP11-242F24.1,-0.299850307,0.541838704,NA,HepG2,mid
ENSG00000228750,RP11-242F24.1,0.058495966,0.883227071,NA,HuH7,early
ENSG00000228750,RP11-242F24.1,0.509872868,0.235808113,NA,HuH7,mid
ENSG00000228763,AC010095.5,0.248368596,0.756037251,NA,HepG2,early
ENSG00000228763,AC010095.5,0.707810554,0.36403878,NA,HuH7,mid
ENSG00000228763,AC010095.5,-1.002843857,0.205011269,NA,HepG2,late
ENSG00000228763,AC010095.5,0.397356307,0.59758443,NA,HuH7,early
ENSG00000228763,AC010095.5,-0.285582763,0.722150219,NA,HepG2,mid
ENSG00000228772,RP1-309H15.2,0.241647112,0.723803568,NA,HuH7,mid
ENSG00000228772,RP1-309H15.2,0.331392086,0.604994934,NA,HuH7,early
ENSG00000228772,RP1-309H15.2,0.278038674,0.705923402,NA,HepG2,mid
ENSG00000228772,RP1-309H15.2,0.344724456,0.653393835,NA,HepG2,late
ENSG00000228772,RP1-309H15.2,-0.500695728,0.518571635,NA,HepG2,early
ENSG00000228777,RP11-282C5.1,0.804042471,0.311969315,NA,HepG2,late
ENSG00000228777,RP11-282C5.1,-0.876243665,0.267081742,NA,HuH7,mid
ENSG00000228777,RP11-282C5.1,-0.159771814,0.838038283,NA,HepG2,early
ENSG00000228777,RP11-282C5.1,-0.262052987,0.72864196,NA,HuH7,early
ENSG00000228777,RP11-282C5.1,0.374774115,0.642554322,NA,HepG2,mid
ENSG00000228792,RP11-354K1.2,-0.664927202,0.210925571,NA,HuH7,mid
ENSG00000228792,RP11-354K1.2,-0.88711199,0.133490784,NA,HepG2,mid
ENSG00000228792,RP11-354K1.2,-1.236734252,0.012476068,NA,HuH7,early
ENSG00000228793,RP1-223B1.1,-0.304331956,0.661739397,NA,HepG2,late
ENSG00000228793,RP1-223B1.1,-0.628698364,0.373134005,NA,HepG2,early
ENSG00000228793,RP1-223B1.1,-0.154169878,0.810391797,NA,HepG2,mid
ENSG00000228793,RP1-223B1.1,-0.238846314,0.68156654,NA,HuH7,mid
ENSG00000228793,RP1-223B1.1,-0.005497818,0.991820894,NA,HuH7,early
ENSG00000228798,AP000473.5,0.684245476,0.347481341,NA,HepG2,mid
ENSG00000228798,AP000473.5,-0.520716961,0.502349893,NA,HepG2,early
ENSG00000228798,AP000473.5,0.587852072,0.312686928,NA,HuH7,early
ENSG00000228798,AP000473.5,0.693884728,0.367018059,NA,HepG2,late
ENSG00000228798,AP000473.5,0.577279122,0.355348341,NA,HuH7,mid
ENSG00000228799,AC113607.2,-0.178246034,0.751292787,NA,HuH7,early
ENSG00000228799,AC113607.2,-1.044135154,0.113945351,NA,HepG2,mid
ENSG00000228799,AC113607.2,-1.570073988,0.031656728,NA,HepG2,late
ENSG00000228799,AC113607.2,0.751060575,0.200918259,NA,HuH7,mid
ENSG00000228799,AC113607.2,-1.562455513,0.029802351,NA,HepG2,early
ENSG00000228801,RP11-110G21.1,0.46463166,0.322637298,NA,HuH7,mid
ENSG00000228801,RP11-110G21.1,-0.020860471,0.965471332,NA,HepG2,mid
ENSG00000228801,RP11-110G21.1,0.001974972,0.996420487,NA,HuH7,early
ENSG00000228812,RP11-157P1.5,-1.508447925,0.046160678,NA,HepG2,late
ENSG00000228812,RP11-157P1.5,-0.307992666,0.590797819,NA,HuH7,early
ENSG00000228812,RP11-157P1.5,-0.759565646,0.280104179,NA,HepG2,mid
ENSG00000228812,RP11-157P1.5,0.457386868,0.451285417,NA,HuH7,mid
ENSG00000228812,RP11-157P1.5,1.306545694,0.072786686,NA,HepG2,early
ENSG00000228824,MIR4500HG,-0.129416782,0.75031015,NA,HuH7,early
ENSG00000228824,MIR4500HG,0.070052406,0.894375917,NA,HepG2,mid
ENSG00000228824,MIR4500HG,-0.188062308,0.671943507,NA,HuH7,mid
ENSG00000228824,MIR4500HG,-0.129416782,0.75031015,NA,HuH7,early
ENSG00000228824,MIR4500HG,0.070052406,0.894375917,NA,HepG2,mid
ENSG00000228824,MIR4500HG,-0.188062308,0.671943507,NA,HuH7,mid
ENSG00000228826,RP11-344P13.4,0.003519465,0.995509798,NA,HuH7,early
ENSG00000228826,RP11-344P13.4,-1.570722837,0.041325269,NA,HepG2,early
ENSG00000228826,RP11-344P13.4,-2.039597195,0.008115986,NA,HepG2,late
ENSG00000228826,RP11-344P13.4,-0.027519571,0.967163811,NA,HuH7,mid
ENSG00000228826,RP11-344P13.4,-0.994240523,0.176204875,NA,HepG2,mid
ENSG00000228838,RP4-784A16.2,0.648135922,0.370481142,NA,HepG2,late
ENSG00000228838,RP4-784A16.2,0.013295462,0.981998949,NA,HuH7,mid
ENSG00000228838,RP4-784A16.2,-0.004989623,0.994204205,NA,HepG2,mid
ENSG00000228838,RP4-784A16.2,0.48234667,0.373033235,NA,HuH7,early
ENSG00000228838,RP4-784A16.2,0.572288417,0.430916569,NA,HepG2,early
ENSG00000228842,PCDH9-AS2,-0.230118362,0.750479715,NA,HepG2,mid
ENSG00000228842,PCDH9-AS2,-1.558642286,0.042555222,NA,HepG2,early
ENSG00000228842,PCDH9-AS2,-0.832513802,0.278643637,NA,HepG2,late
ENSG00000228842,PCDH9-AS2,-0.403271286,0.491830659,NA,HuH7,early
ENSG00000228842,PCDH9-AS2,-0.357577507,0.56975702,NA,HuH7,mid
ENSG00000228852,RP11-57H12.5,0.063303115,0.893334097,NA,HuH7,early
ENSG00000228852,RP11-57H12.5,-0.836685501,0.208755639,NA,HepG2,early
ENSG00000228852,RP11-57H12.5,-0.067357207,0.895697795,NA,HuH7,mid
ENSG00000228852,RP11-57H12.5,-0.143199207,0.808252581,NA,HepG2,mid
ENSG00000228852,RP11-57H12.5,-1.373919857,0.049200044,NA,HepG2,late
ENSG00000228857,AC104653.1,-1.053442446,0.089277075,NA,HepG2,mid
ENSG00000228857,AC104653.1,0.134219752,0.816457357,NA,HuH7,mid
ENSG00000228857,AC104653.1,-0.017348435,0.974341564,NA,HuH7,early
ENSG00000228857,AC104653.1,-0.762488472,0.25509852,NA,HepG2,late
ENSG00000228857,AC104653.1,-2.178585684,0.001804582,NA,HepG2,early
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HepG2,early
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HepG2,late
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HuH7,mid
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HuH7,late
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HuH7,early
ENSG00000228858,RP11-95K23.5,NA,NA,NA,HepG2,mid
ENSG00000228863,RP11-404F10.2,0.172063082,0.773377184,NA,HepG2,mid
ENSG00000228863,RP11-404F10.2,0.435197998,0.372527208,NA,HuH7,early
ENSG00000228863,RP11-404F10.2,0.393476823,0.457009882,NA,HuH7,mid
ENSG00000228876,AC010745.2,-0.06044783,0.930885782,NA,HepG2,late
ENSG00000228876,AC010745.2,0.247800466,0.667252098,NA,HuH7,mid
ENSG00000228876,AC010745.2,-0.872225371,0.186216502,NA,HepG2,mid
ENSG00000228876,AC010745.2,-0.014301676,0.978843974,NA,HuH7,early
ENSG00000228876,AC010745.2,-1.374468367,0.055645781,NA,HepG2,early
ENSG00000228877,RP11-473E2.4,-0.024818801,0.969262647,NA,HuH7,mid
ENSG00000228877,RP11-473E2.4,0.348654861,0.558259909,NA,HuH7,early
ENSG00000228877,RP11-473E2.4,-0.392196228,0.601843138,NA,HepG2,late
ENSG00000228877,RP11-473E2.4,-1.476771265,0.051458162,NA,HepG2,early
ENSG00000228877,RP11-473E2.4,-0.24138079,0.73136574,NA,HepG2,mid
ENSG00000228888,RP4-764O22.2,0.311974567,0.496769067,NA,HuH7,mid
ENSG00000228888,RP4-764O22.2,0.40817381,0.33269676,NA,HuH7,early
ENSG00000228888,RP4-764O22.2,0.34276553,0.537574622,NA,HepG2,mid
ENSG00000228888,RP4-764O22.2,0.311974567,0.496769067,NA,HuH7,mid
ENSG00000228888,RP4-764O22.2,0.40817381,0.33269676,NA,HuH7,early
ENSG00000228888,RP4-764O22.2,0.34276553,0.537574622,NA,HepG2,mid
ENSG00000228909,AC008281.1,-0.037135554,0.960210459,NA,HepG2,mid
ENSG00000228909,AC008281.1,-0.069351722,0.915832363,NA,HuH7,early
ENSG00000228909,AC008281.1,0.146321167,0.83303143,NA,HuH7,mid
ENSG00000228909,AC008281.1,-0.322060823,0.678606943,NA,HepG2,early
ENSG00000228909,AC008281.1,0.385025006,0.617469263,NA,HepG2,late
ENSG00000228917,RP11-544M22.8,-0.00914707,0.986100134,NA,HuH7,early
ENSG00000228917,RP11-544M22.8,0.605711661,0.280396643,NA,HuH7,mid
ENSG00000228917,RP11-544M22.8,0.594378997,0.391176428,NA,HepG2,early
ENSG00000228917,RP11-544M22.8,0.025802292,0.967841657,NA,HepG2,mid
ENSG00000228918,GS1-122H1.2,-0.19825406,0.693689528,NA,HepG2,mid
ENSG00000228918,GS1-122H1.2,-0.19825406,0.693689528,NA,HepG2,mid
ENSG00000228950,AC023137.2,-0.394387692,0.534078294,NA,HuH7,early
ENSG00000228950,AC023137.2,-0.016245896,0.983380334,NA,HepG2,early
ENSG00000228950,AC023137.2,-0.397923739,0.556548465,NA,HuH7,mid
ENSG00000228950,AC023137.2,0.201052134,0.788261245,NA,HepG2,mid
ENSG00000228950,AC023137.2,0.832253176,0.281865445,NA,HepG2,late
ENSG00000228959,RP5-1121H13.3,-0.759481502,0.288878371,NA,HepG2,early
ENSG00000228959,RP5-1121H13.3,0.011330742,0.986087478,NA,HepG2,mid
ENSG00000228959,RP5-1121H13.3,-0.396973806,0.512870533,NA,HuH7,mid
ENSG00000228959,RP5-1121H13.3,-0.39126932,0.584241078,NA,HepG2,late
ENSG00000228959,RP5-1121H13.3,0.044817961,0.935630674,NA,HuH7,early
ENSG00000228961,AP000282.3,0.978225462,0.199781176,NA,HepG2,mid
ENSG00000228961,AP000282.3,0.605277345,0.445435617,NA,HepG2,early
ENSG00000228961,AP000282.3,0.581314473,0.308230545,NA,HuH7,early
ENSG00000228961,AP000282.3,0.234694192,0.767672054,NA,HepG2,late
ENSG00000228961,AP000282.3,0.384039733,0.532076167,NA,HuH7,mid
ENSG00000228962,HCG23,-0.264355737,0.714510646,NA,HepG2,late
ENSG00000228962,HCG23,0.263602891,0.607583991,NA,HuH7,early
ENSG00000228962,HCG23,0.809830369,0.239910746,NA,HepG2,early
ENSG00000228962,HCG23,-0.151747563,0.787154837,NA,HuH7,mid
ENSG00000228962,HCG23,0.964707986,0.125103967,NA,HepG2,mid
ENSG00000228968,AC096554.1,0.732112717,0.302205789,NA,HepG2,early
ENSG00000228968,AC096554.1,0.19621498,0.717757049,NA,HuH7,early
ENSG00000228968,AC096554.1,-0.135721168,0.853540295,NA,HepG2,late
ENSG00000228968,AC096554.1,0.3053394,0.646475721,NA,HepG2,mid
ENSG00000228968,AC096554.1,0.182672786,0.754447218,NA,HuH7,mid
ENSG00000228968,AC096554.1,0.732112717,0.302205789,NA,HepG2,early
ENSG00000228968,AC096554.1,0.19621498,0.717757049,NA,HuH7,early
ENSG00000228968,AC096554.1,-0.135721168,0.853540295,NA,HepG2,late
ENSG00000228968,AC096554.1,0.3053394,0.646475721,NA,HepG2,mid
ENSG00000228968,AC096554.1,0.182672786,0.754447218,NA,HuH7,mid
ENSG00000228973,AC009955.8,0.166405711,0.80972092,NA,HuH7,mid
ENSG00000228973,AC009955.8,-0.021134484,0.978230603,NA,HepG2,early
ENSG00000228973,AC009955.8,0.515824055,0.502762399,NA,HepG2,late
ENSG00000228973,AC009955.8,-0.045722056,0.950944987,NA,HepG2,mid
ENSG00000228973,AC009955.8,0.560360516,0.384257523,NA,HuH7,early
ENSG00000228989,AC133528.2,-0.720134228,0.265195063,NA,HepG2,mid
ENSG00000228989,AC133528.2,0.559298329,0.297945634,NA,HuH7,early
ENSG00000228989,AC133528.2,-0.490901997,0.482998719,NA,HepG2,early
ENSG00000228989,AC133528.2,-0.467815465,0.431568371,NA,HuH7,mid
ENSG00000228989,AC133528.2,-1.353617753,0.059055235,NA,HepG2,late
ENSG00000228999,AC068490.1,0.648548702,0.370357254,NA,HepG2,mid
ENSG00000228999,AC068490.1,-0.494873011,0.522327819,NA,HepG2,late
ENSG00000228999,AC068490.1,-0.702417409,0.295351844,NA,HuH7,mid
ENSG00000228999,AC068490.1,-0.859266828,0.173619189,NA,HuH7,early
ENSG00000228999,AC068490.1,-0.606047289,0.432452947,NA,HepG2,early
ENSG00000229011,LINC01038,0.342586751,0.657597188,NA,HepG2,late
ENSG00000229011,LINC01038,0.061345018,0.934111432,NA,HepG2,mid
ENSG00000229011,LINC01038,0.120683951,0.847917446,NA,HuH7,early
ENSG00000229011,LINC01038,0.519114416,0.435119998,NA,HuH7,mid
ENSG00000229011,LINC01038,-0.884327588,0.255914401,NA,HepG2,early
ENSG00000229012,GS1-542M4.4,0.178602289,0.784856557,NA,HuH7,mid
ENSG00000229012,GS1-542M4.4,-1.064153753,0.163886649,NA,HepG2,late
ENSG00000229012,GS1-542M4.4,-0.116958362,0.849862742,NA,HuH7,early
ENSG00000229012,GS1-542M4.4,-0.907449922,0.23197523,NA,HepG2,early
ENSG00000229012,GS1-542M4.4,-0.415543188,0.561700754,NA,HepG2,mid
ENSG00000229015,RP11-265D19.6,-0.961813327,0.223995896,NA,HepG2,late
ENSG00000229015,RP11-265D19.6,-0.147124479,0.843725543,NA,HuH7,early
ENSG00000229015,RP11-265D19.6,0.257354339,0.739325007,NA,HuH7,mid
ENSG00000229015,RP11-265D19.6,-0.940213104,0.234197865,NA,HepG2,early
ENSG00000229015,RP11-265D19.6,-0.28108541,0.726616617,NA,HepG2,mid
ENSG00000229025,AP001595.1,0.377939906,0.601019586,NA,HuH7,mid
ENSG00000229025,AP001595.1,0.10196175,0.898690634,NA,HepG2,early
ENSG00000229025,AP001595.1,0.530221459,0.508198146,NA,HepG2,late
ENSG00000229025,AP001595.1,0.24170441,0.724587337,NA,HuH7,early
ENSG00000229025,AP001595.1,0.034396041,0.965829161,NA,HepG2,mid
ENSG00000229044,RP11-266K22.2,1.653607173,0.039803363,NA,HepG2,early
ENSG00000229044,RP11-266K22.2,0.091913556,0.898230536,NA,HuH7,early
ENSG00000229044,RP11-266K22.2,-0.354578785,0.655354599,NA,HepG2,late
ENSG00000229044,RP11-266K22.2,-0.477857505,0.55288295,NA,HepG2,mid
ENSG00000229044,RP11-266K22.2,-0.609428124,0.423780172,NA,HuH7,mid
ENSG00000229051,RP5-952N6.1,-0.086102928,0.849599756,NA,HuH7,early
ENSG00000229051,RP5-952N6.1,-0.295021781,0.599818373,NA,HepG2,mid
ENSG00000229051,RP5-952N6.1,0.674310173,0.166520348,NA,HuH7,mid
ENSG00000229051,RP5-952N6.1,-0.086102928,0.849599756,NA,HuH7,early
ENSG00000229051,RP5-952N6.1,-0.295021781,0.599818373,NA,HepG2,mid
ENSG00000229051,RP5-952N6.1,0.674310173,0.166520348,NA,HuH7,mid
ENSG00000229055,AC034110.1,0.209716798,0.697583962,NA,HepG2,mid
ENSG00000229055,AC034110.1,0.170124961,0.686428585,NA,HuH7,early
ENSG00000229055,AC034110.1,-0.350762941,0.449851516,NA,HuH7,mid
ENSG00000229066,AC096649.3,0.1534621,0.773280737,NA,HuH7,early
ENSG00000229066,AC096649.3,-0.711798533,0.282852581,NA,HepG2,mid
ENSG00000229066,AC096649.3,-0.342327815,0.555702202,NA,HuH7,mid
ENSG00000229066,AC096649.3,1.192508946,0.088278799,NA,HepG2,early
ENSG00000229084,LINC00226,-0.237510519,0.764906554,NA,HepG2,mid
ENSG00000229084,LINC00226,-0.871429671,0.272599021,NA,HepG2,early
ENSG00000229084,LINC00226,-0.309433953,0.66280555,NA,HuH7,early
ENSG00000229084,LINC00226,0.006553895,0.99345777,NA,HepG2,late
